Ministry,Dept Code,Dept Name,Division Name,Code 2,Code 3,Code 4,Description,2023-2024 Actual Expenditure,2024-2025 Budget Estimate,2024-2025 Revised Estimate,2025-2026 Budget Estimate,TYPE
NATIONAL HEALTH SERVICES REGULATIONS AND COORDINATION MINISTRY,FC21N10,DIVISION DEMANDS FOR GRANTS DEMAND NO. 079,Coordination Division,A01,A012,,Allowances,5881872,6617093,6710645,7143432,Curnt_exp_on_rev_acct
NATIONAL HEALTH SERVICES REGULATIONS AND COORDINATION MINISTRY,FC21N10,DIVISION DEMANDS FOR GRANTS DEMAND NO. 079,Coordination Division,A01,A012,A012-1,Regular Allowances,-5357247,-6224014,-6188091,-6528222,Curnt_exp_on_rev_acct
NATIONAL HEALTH SERVICES REGULATIONS AND COORDINATION MINISTRY,FC21N10,DIVISION DEMANDS FOR GRANTS DEMAND NO. 079,Coordination Division,A01,A012,A012-2,Other Allowances (Excluding TA),-524625,-393079,-522554,-615210,Curnt_exp_on_rev_acct
NATIONAL HEALTH SERVICES REGULATIONS AND COORDINATION MINISTRY,FC21N10,DIVISION DEMANDS FOR GRANTS DEMAND NO. 079,Coordination Division,A02,,,Project Pre-Investment Analysis,550,510,,,Curnt_exp_on_rev_acct
NATIONAL HEALTH SERVICES REGULATIONS AND COORDINATION MINISTRY,FC21N10,DIVISION DEMANDS FOR GRANTS DEMAND NO. 079,Coordination Division,A03,,,Operating Expenses,31104943,13355780,35839684,16585257,Curnt_exp_on_rev_acct
NATIONAL HEALTH SERVICES REGULATIONS AND COORDINATION MINISTRY,FC21N10,DIVISION DEMANDS FOR GRANTS DEMAND NO. 079,Coordination Division,A04,,,Employees Retirement Benefits,229730,207002,1049351,422856,Curnt_exp_on_rev_acct
NATIONAL HEALTH SERVICES REGULATIONS AND COORDINATION MINISTRY,FC21N10,DIVISION DEMANDS FOR GRANTS DEMAND NO. 079,Coordination Division,A05,,,"Grants, Subsidies and Write off Loans",207225,137120,114812,117721,Curnt_exp_on_rev_acct
NATIONAL HEALTH SERVICES REGULATIONS AND COORDINATION MINISTRY,FC21N10,DIVISION DEMANDS FOR GRANTS DEMAND NO. 079,Coordination Division,A06,,,Transfers,1020353,982890,997890,1203863,Curnt_exp_on_rev_acct
NATIONAL HEALTH SERVICES REGULATIONS AND COORDINATION MINISTRY,FC21N10,DIVISION DEMANDS FOR GRANTS DEMAND NO. 079,Coordination Division,A09,,,Physical Assets,93596,682362,707348,318480,Curnt_exp_on_rev_acct
NATIONAL HEALTH SERVICES REGULATIONS AND COORDINATION MINISTRY,FC21N10,DIVISION DEMANDS FOR GRANTS DEMAND NO. 079,Coordination Division,A13,,,Repairs and Maintenance,362887,432062,946154,552076,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,,,Employees Related Expenses,1674895,1969558,1973709,2041338,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,,Pay,572307,648697,643309,697533,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,A011-1,Pay of Officers,-240029,-261723,-257519,-303483,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,A011-2,Pay of Other Staff,-332278,-386974,-385790,-394050,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,A011-1,Pay of Officers,-2000,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,A011-2,Pay of Other Staff,-1000,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,,Pay,3000,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,A011-1,Pay of Officers,-240029,-261723,-257519,-303483,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,A011-2,Pay of Other Staff,-332278,-386974,-385790,-394050,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,A011-1,Pay of Officers,-2000,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,A011-2,Pay of Other Staff,-1000,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,,Allowances,1102588,1320861,1330400,1343805,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,A012-1,Regular Allowances,-955398,-1168830,-1175624,-1173351,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-147190,-152031,-154776,-170454,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,A012-1,Regular Allowances,,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,,Allowances,4000,161,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,A012-1,Regular Allowances,-955398,-1168830,-1175624,-1173351,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-147190,-152031,-154776,-170454,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,A012-1,Regular Allowances,-3650,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-350,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,,,Employees Related Expenses,7000,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,,Pay,572307,648697,643309,697533,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,A011-1,Pay of Officers,-240029,-261723,-257519,-303483,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,A011-2,Pay of Other Staff,-332278,-386974,-385790,-394050,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,A011-1,Pay of Officers,-2000,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,A011-2,Pay of Other Staff,-1000,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,,Pay,3000,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,A011-1,Pay of Officers,-240029,-261723,-257519,-303483,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,A011-2,Pay of Other Staff,-332278,-386974,-385790,-394050,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,A011-1,Pay of Officers,-2000,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A011,A011-2,Pay of Other Staff,-1000,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,,Allowances,1102588,1320861,1330400,1343805,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,A012-1,Regular Allowances,-955398,-1168830,-1175624,-1173351,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-147190,-152031,-154776,-170454,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,A012-1,Regular Allowances,-3650,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-350,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,,Allowances,4000,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,A012-1,Regular Allowances,-955398,-1168830,-1175624,-1173351,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-147190,-152031,-154776,-170454,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,A012-1,Regular Allowances,-3650,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-350,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A03,,,Operating Expenses,1190450,1759180,1607999,1987460,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A03,,,Operating Expenses,7600,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A04,,,Employees Retirement Benefits,28963,35457,24383,33217,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A05,,,"Grants, Subsidies and Write off Loans",21313,30047,27232,35783,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A06,,,Transfers,93,83,1010,534,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A09,,,Physical Assets,,,,,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A13,,,Repairs and Maintenance,27355,55925,51512,58227,Curnt_exp_on_rev_acct
OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT MINISTRY,FC21Y35,DIVISION DEMANDS FOR GRANTS DEMAND NO. 080,OVERSEAS PAKISTANIS AND HUMAN RESOURCE DEVELOPMENT DIVISION,A13,,,Repairs and Maintenance,400,,,,Curnt_exp_on_rev_acct
PARLIAMENTARY AFFAIRS MINISTRY,FC21P15,NO. 081.- PARLIAMENTARY AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 081,PARLIAMENTARY AFFAIRS DIVISION,A01,,,Employees Related Expenses,365194,525968,587442,547006,Curnt_exp_on_rev_acct
PARLIAMENTARY AFFAIRS MINISTRY,FC21P15,NO. 081.- PARLIAMENTARY AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 081,PARLIAMENTARY AFFAIRS DIVISION,A01,A011,,Pay,118397,190822,224885,203297,Curnt_exp_on_rev_acct
PARLIAMENTARY AFFAIRS MINISTRY,FC21P15,NO. 081.- PARLIAMENTARY AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 081,PARLIAMENTARY AFFAIRS DIVISION,A01,A011,A011-1,Pay of Officers,-72178,-142238,-178370,-154089,Curnt_exp_on_rev_acct
PARLIAMENTARY AFFAIRS MINISTRY,FC21P15,NO. 081.- PARLIAMENTARY AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 081,PARLIAMENTARY AFFAIRS DIVISION,A01,A011,A011-2,Pay of Other Staff,-46219,-48584,-46515,-49208,Curnt_exp_on_rev_acct
PARLIAMENTARY AFFAIRS MINISTRY,FC21P15,NO. 081.- PARLIAMENTARY AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 081,PARLIAMENTARY AFFAIRS DIVISION,A01,A012,,Allowances,246797,335146,362557,343709,Curnt_exp_on_rev_acct
PARLIAMENTARY AFFAIRS MINISTRY,FC21P15,NO. 081.- PARLIAMENTARY AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 081,PARLIAMENTARY AFFAIRS DIVISION,A01,A012,A012-1,Regular Allowances,-118996,-198678,-190156,-172406,Curnt_exp_on_rev_acct
PARLIAMENTARY AFFAIRS MINISTRY,FC21P15,NO. 081.- PARLIAMENTARY AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 081,PARLIAMENTARY AFFAIRS DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-127801,-136468,-172401,-171303,Curnt_exp_on_rev_acct
PARLIAMENTARY AFFAIRS MINISTRY,FC21P15,NO. 081.- PARLIAMENTARY AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 081,PARLIAMENTARY AFFAIRS DIVISION,A03,,,Operating Expenses,112489,257931,181096,262247,Curnt_exp_on_rev_acct
PARLIAMENTARY AFFAIRS MINISTRY,FC21P15,NO. 081.- PARLIAMENTARY AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 081,PARLIAMENTARY AFFAIRS DIVISION,A04,,,Employees Retirement Benefits,4486,4825,10512,13700,Curnt_exp_on_rev_acct
PARLIAMENTARY AFFAIRS MINISTRY,FC21P15,NO. 081.- PARLIAMENTARY AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 081,PARLIAMENTARY AFFAIRS DIVISION,A05,,,"Grants, Subsidies and Write off Loans",9699,400,400,400,Curnt_exp_on_rev_acct
PARLIAMENTARY AFFAIRS MINISTRY,FC21P15,NO. 081.- PARLIAMENTARY AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 081,PARLIAMENTARY AFFAIRS DIVISION,A09,,,Physical Assets,500,24,500,,Curnt_exp_on_rev_acct
PARLIAMENTARY AFFAIRS MINISTRY,FC21P15,NO. 081.- PARLIAMENTARY AFFAIRS DIVISION DEMANDS FOR GRANTS DEMAND NO. 081,PARLIAMENTARY AFFAIRS DIVISION,A13,,,Repairs and Maintenance,3454,5004,5154,4910,Curnt_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC21P09,"NO. 082.- PLANNING, DEVELOPMENT AND SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 082",PARLIAMENTARY AFFAIRS DIVISION,A01,,,Employees Related Expenses,4383758,4616205,4616205,5470853,Curnt_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC21P09,"NO. 082.- PLANNING, DEVELOPMENT AND SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 082",PARLIAMENTARY AFFAIRS DIVISION,A01,A011,,Pay,2176899,2019228,2013898,2565259,Curnt_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC21P09,"NO. 082.- PLANNING, DEVELOPMENT AND SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 082",PARLIAMENTARY AFFAIRS DIVISION,A01,A011,A011-1,Pay of Officers,-976531,-980533,-976438,-1360766,Curnt_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC21P09,"NO. 082.- PLANNING, DEVELOPMENT AND SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 082",PARLIAMENTARY AFFAIRS DIVISION,A01,A011,A011-2,Pay of Other Staff,-1200368,-1038695,-1037460,-1204493,Curnt_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC21P09,"NO. 082.- PLANNING, DEVELOPMENT AND SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 082",PARLIAMENTARY AFFAIRS DIVISION,A01,A012,,Allowances,2206859,2596977,2602307,2905594,Curnt_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC21P09,"NO. 082.- PLANNING, DEVELOPMENT AND SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 082",PARLIAMENTARY AFFAIRS DIVISION,A01,A012,A012-1,Regular Allowances,-1734808,-2331515,-2338290,-2446300,Curnt_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC21P09,"NO. 082.- PLANNING, DEVELOPMENT AND SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 082",PARLIAMENTARY AFFAIRS DIVISION,A01,A012,A012-2,Other Allowances (Excluding TA),-472051,-265462,-264017,-459294,Curnt_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC21P09,"NO. 082.- PLANNING, DEVELOPMENT AND SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 082",PARLIAMENTARY AFFAIRS DIVISION,A02,,,Project Pre-Investment Analysis,360000,360000,360000,,Curnt_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC21P09,"NO. 082.- PLANNING, DEVELOPMENT AND SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 082",PARLIAMENTARY AFFAIRS DIVISION,A03,,,Operating Expenses,4812194,1785994,1592322,2337648,Curnt_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC21P09,"NO. 082.- PLANNING, DEVELOPMENT AND SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 082",PARLIAMENTARY AFFAIRS DIVISION,A04,,,Employees Retirement Benefits,174577,357975,344429,209547,Curnt_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC21P09,"NO. 082.- PLANNING, DEVELOPMENT AND SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 082",PARLIAMENTARY AFFAIRS DIVISION,A05,,,"Grants, Subsidies and Write off Loans",9977058,2137350,2086272,1237350,Curnt_exp_on_rev_acct
PLANNING DEVELOPMENT AND SPECIAL INITIATIVES MINISTRY,FC21P09,"NO. 082.- PLANNING, DEVELOPMENT AND SPECIAL INITIATIVES DIVISION DEMANDS FOR GRANTS DEMAND NO. 082",PARLIAMENTARY AFFAIRS DIVISION,A06,,,Transfers,5500,,,,Curnt_exp_on_rev_acct
